id,Persona,chat
91, i just moved into an apartment within the vicinity of my new job. i just accepted a job at the elementary school in my hometown. i am twenty two years old. i love children.,"i enjoy being a red head , what color is your hair ?
hello , how are you tonight ? i am a blonde .
i am great thanks . do you have a nickname ?
i do not , i do teach kindergarten and i love it .
good job that must take patience ?
it does , but i love kids . what do you do ?
i think i have just found a cure for the common cold
very nice , how did you do that ?
while singing in the shower i took my findings to the lab
you took your findings to the lab while you were in the shower ?
the revelation came to me in the shower yes , what is your name ?
oh , okay . that was a little hard to understand . i am mia , and you ?
i am angela my friends call me bubblegum
that is unusual , how did you end up with that nickname ?
i just always chew gum even in the shower do you like to walk
i do love to walk , hike also .
"
92," my dream is to move to the middle of the desert. i am a famous video game character online. before i die , i want to skydive. i have a pet snake.","hey there bro . how is it going ?
i am doing good just feeding my snake
sweet ! do you feed your snake beer ?
no i do not . have you ever went skydiving ?
not yet , i do not think a plane could lift me .
do you like to play video games ?
yes but whenever i play , someone always screws up .
i understand . what games pay ?
halo is fine . where are you from ?
i am from the planet saturn
are you an alien or something ?
i am also a famous character online
are you in a video game ?
all i can think about is moving away
would you like to move to san francisco ?
are there nice gentlemen there that like women with 4 breasts ?
"
93, i like the tv show the walking dead. i like to hunt. i love the tigers baseball team. i am thin.,"hello what are you doing ?
hey just got done watching the walking dead . what are you doing
i teach japanese to children and just got done
japanese is a hard language to learn . do you like sports
i have such a thick accent that i find certain words hard to pronounce like hippopotamus
are you from japan ?
yes i am . i do not care for sports much
i love baseball and am a die hard tigers fan .
neat ! are you married ? i am 35 and single .
i have a wife i am in my early 40s .
the only thing i have is my dog his name is won won lol
that is a cute name what kind of dog is her
she is a golden retriever very nice dogs
they are and very loyal .
"
94, i m allergic to milk. i am a writer. i dream of becoming a famous actress. zebras are my favorite animals. i don t like the beach.,"hi there . just got home from school . i ride my skateboard . how are you ?
i am good , did you ride skateboard to school ?
oh yes . i get weird looks though because i am a girl .
girl power ! that is so cool , do you wear zebras socks ?
no , i wear low cut socks .
i love zebras , you must look cute on those socks
uh thanks , i am sure i do too lol . do you have any hobbies
i write , but i want to be an actress
is your hair color blonde ? tv loves blondes .
a famous one , milk makes me sick , are you allergic to it , i am .
nah . but i do not drink it , i stick to almond milk .
i know , i will have to dye my hair , they want me to walk in the beach .
make sure you keep your roots covered ! the beach is so pretty .
i hate the beach because it will ruin my blond hair .
"
95, i love watching superheroes shows. i owe 2 monitors for work. i prefer iphone over samsung. i m single.,"hello . how are you today ?
i am good and i hope you are too
i am , thank you . where do you live ? i am in a rural area .
i live in the suburbs in new jersey .
that is great . how old are you ? i am a woman and a little older .
i am in my late forties and live alone
what is your favorite food ?
i love pizza and i love to watch shows about superheroes
yummy ! mine is pasta . it is delicious .
i have a samsung phone but i like i phones better , what about you ?
iphone for me . have you heard all the bad news about samsung this year ?
yes . . . about the batteries exploding ? what kind of work do you do ?
yes and ceo in prison for 5 years for bribery . retired here .
wow , that work is not easy . . . . i have alot of responsibility at work
retirement is easy ! but i did it to help people and be with my husband .
right now i have to give 2 monitors for work , that i owe them
helping people is my real love . thank you for chatting with me !
that is nice , good luck to you
"
96, i never eat veggies. i am young. i am tall. i love to run fast. i am strong.,"hi how are you doing ?
very good , just went for a nice run .
what do you do for a living ?
studying in college for phys ed , what do you do ?
i am in to the photography business
very nice , any sports that you play ?
the closest thing is arm wrestling lol
people though i should play basketball because of my height , i prefer weightlifting
how tall are you ? i am 5 5
i am 6 7 , what is your favorite food ?
i would have to say bagels
i personally like any eat or pasta , keep me away from veggies though
what city are you from ?
san francisco , lots of nice hills to go running on
i am in so cal inland empire
nice , do you do photography for people or nature ?
"
97, i have a lot of friends. i am ten years old. i live in a house. i love dogs and cats.,"hi there , how are you ?
great . do you want to be my friend ? ?
sure . you like going to concerts ?
i want to go to one but i am only 10
oh ! you know what philosophy is ?
do you like animals ? ? cats and dogs are my fav i love them
i love animals , so much so i am vegan . you know what that is ?
no , i am home schooled i do not leave the house i live in
i am sorry . have your parents taught you about philosophy , i study it a umass
no , not much , but i have lots of friends . i can ask
you should . so what do you look like ?
i am young , blonde hair , blue eyes . pony tails .
i have brown eyes , and brown hair , so we are quite different
are you a boy or a girl
"
98, i am pregnant with my first child. i live in a house in the country. my father is a preacher. i have a horse named beauty.,"hey how are you ?
i am always so tired , how are you ?
pretty good , drinking a nice cold pepsi , they are awesome . why so tired ?
is that your favorite ? i am so tired i am expecting my first child .
yes they are , oh wow your first ? boy or girl ?
i am not sure i hope its a boy . my dad is so judgemental .
why is he judgemental ? do you have a job ?
my dad is a preacher an is crazy we live in the old country
as a librarian , reading will take your mind off things .
any books in about horses ? i love horses mines name is beauty .
the shadowy horses , horror novels are my favorite
really ? i am scared of horror novels my imagination is vivid !
"
99, i grew up on a farm. i am a veterinarian. my brother is in the army. running is my way to relax. i have two nephews.,"hello ! what is your favorite thing to eat ?
i am a burger kind of gal , and grew up on a ranch ,
very nice ! i love pizza , myself ! did you have any animals on your ranch ?
running relaxes me i love to do it
it is important to have hobbies . i like cars , and working on them in the morning .
i like to sit and just chill out . because my two nephews can be a handful .
have you tried playing games with them ? role playing can be fun !
i have and some how they run my battery dry within 3 hours .
wow , maybe you can get them interested in some other hobbies . do they like cars ?
that is why i run for long periods so i can keep my sanity intact .
when do you run ? i like being busy in the morning .
my brother is stationed in kuwait and i help my sis in law with the kids
sounds like a lot of work ! do they have any pets ?
no pets i sometimes think my nephew as pets lol no different than a puppy
i am sure they are easier to communicate with , though . animals are a handful !
yeah it is because people can talk .
"
100, i am a violinist. i have played since i was 4 years old. my mother was a nurse. i recently discovered a new love for indian food. i am gong to adopt a dog very soon.,"hi , what is your name ?
hello . i am jake . nice to meet you .
nice to meet you too ! i am vladimir .
so do you have a profession ? in an orchestra i am the violinist .
i lift . i lift heavy weights . violinist is for wussy ?
never . i have been playing since i was four . it pays more than lifting weights .
oh does it really ? i squat 400 pounds . 400 ! ! !
well that is something . i am sure the nurses , like my mother , sees you a lot .
i am sure i can lift 10 nurses . bring on the nurses ! ! !
i am sure your ego is from mommy issues ? maybe a pet can help calm you down .
like how ? how could a pet help a strong man like me ?
sometimes the strongest men are the weakest people .
hahahahaha . i laugh in your face !
i will enjoy my favorite indian dish and look for dogs to adopt while you do .
"
101, i am getting married in six months. i drive a mercedes. i am a babysitter. i am the middle child of 3 siblings.,"hey how are you tonight
i am doing well . wedding planning . yay ! 6 more months . you ?
watching a movie tonight , titanic
oh . i am babysitting . its my side hustle
that is a good one . i have kids too
hey it paid for my mercedes . no complaints
that is nice . time to get a ferrari
ugh i wish . my wedding is in 6 months . ferrari has to wait . . .
you only live once . marry next time
maybe i can get onw as a wedding gift . . being the middle kid sucks . parents neglect ya
i know . i am a parent too
i have 2 baby boys . but i am the middle odf my brither 27 and sister 16
that is one too many i think
oh why do you say ?
"
102," i love the water , any water , ocean , river , or lake. i moved out when i was 14. i like to listen to someone else reading a book. i like cartoons more than movies.","hi ! how are you doing today ?
hello ! i am good , just got back from lake . i love the water .
nice ! wish i could go anywhere ! i have been confined to a bed
oh no why are u confined ?
accident . so i just stay in bed . good thing i work from home ! . you ?
saving for college . my parents kicked me out at 14 , so its been rough .
do you live by yourself ?
with my aunt . what movies do you like . i prefer cartoons lol
what did you do to get kicked out ? props to you for planning for college , btw !
sadly my parents were drunks and we did not see eye to eye , and thank you
comedies ! i like when my dog and cat come to bed with me to watch movies
cuddle time with the animals ! do you have hobbies ?
ca not do much from the bed , but computer games are great way to pass the time
www true and sorry to hear your confined .
"
103, my favorite player is mike trout. i am 19 years old. i recently made the college baseball team. i am going to be the starting shortstop.,"hi , i am joey and i have never drink alcohol in my life
i am a 19 year old alcoholic
oh wow , i major geology at alabama u . suffer from social anxiety
i play baseball at college
my girlfriend of 7 years is in another state
that sucks you should go see her
yeah i will during the holidays
is it far far away ?
well it takes a bus or a car to get there .
do you know mike trout ?
i wish i could get rid of my social anxiety . . .
oh no i am sorry
yeah , its been tough and feeling quite paranoid
do you follow baseball at a ; ; ?
no i do not follow baseball
well then . . . i do i love it
"
104, i own a boat. i have 5 grandchildren. i live alone in a cabin. i like to go fishing on the lake.,"hello how are you today ?
i am doing very well
what are you up to today ? i am going to the race track .
i was writing to my grandchildren
that is very nice , do you see them often ?
sometimes i do , but they have their own lives .
it can be hard . i have gotten used to being alone though .
i am sorry about that
i am a pathological liar , i make people upset and we fight .
that definitely is not good
no , i feel badly about it a lot .
do you really feel bad
i honestly do . i hate fighting .
why do you hate it
i do not like disappointing and deceiving the people i love .
i bet that it really hurts
"
105, i hate the taste of cheese. i am a great cook. i am under 6 feet tall. i have a daughter.,"how are you doing this september night ?
i am alright how about you ?
i have got a belly full of shrimp , so i am fabulous . tell me about yourself .
did you put any cheese on it ?
not today . i like it dipped in sauce bang bang shrimp is the recipe
good i despise cheese greatly
what do you like ? iced coffee , i hope !
i like to cook but not with cheese obviously
good riddance . any sports ? i have done karate for years
nope just being an amazing cook
i would love to have you as my chef during my summer vacation on lake michigan
that would be great i enjoy cooking
"
106," i have borderline personality disorder. it is my universe , and everyone else is just a character in it. i work as a dental assistant in a ritzy part of town. at night , i party hard in the atlanta club scene , and i never miss a music festival.","how are you doing today ?
great ! just got back from some dbt therapy . it really helps me
what is that ? i am not familiar .
dialectical behavioral therapy . i use it to help with my borderline personality
wow , that sounds like a burden .
it is difficult but i am learning so much and becoming a better person
that is good . i play sports , it helps me stay balanced .
exercise is great . i get my exercise by partying
sounds fun , i am in school now at do not have much time to party .
what are you studying there ?
i am getting a degree in health science , food and water are important to me .
they are to me too . i am a dental assistant .
i am a bad driver and have been in a few crashes .
i am so sorry to hear that . do you ever drink and drive ?
no , i just have have a hard time behind the wheel . do you like tv ?
i do after a long day at work
"
107, i enjoy swimming. i have a missing pinky toe. i have 4 dogs. i do not like green eggs and ham. i love cooking.,"hey there how are you tonight ?
good , i just finished swimming , how about you ?
oh do you like to swim ? i love singing
it is hard to swim since i am missing a toe , pinky .
oh that makes swimming hard ? i am sorry
i wish i can sing , when i sing my four dogs howl .
well maybe they like it
but i can cook really good i enjoy it .
on sundays i like to make breakfast . i too like cooking
i just don not care for green eggs and i hate ham .
oh my i have never had green eggs . what is your name ?
kim , it is basic but i like it and you ? what is your favorite food to cook ?
i am thad , i like cooking bacon and eggs
i like bacon on everything even ice cream lol
goodness i have never considered that
you have to tried it , it is better than fried ice cream for sure !
"
108, i just graduated from high school. i am on my way to uc santa cruz where i was accepted. i will study computer science. i like playing games online. i am a vegetarian.,"hi ! i am nancy . nice to meet you .
hello nancy , i am john . nice to meet you too .
what do you do for fun ? i play with barbies .
haha , i like playing online games
i play barbies alone , since i do not have siblings .
me either , i just graduated high school and heading to uc sonata cruz alone
congrats ! i will just be listening to barbie girl ! great song !
haha , i will just be study computer science and eating my vegetarian meals .
good luck ! you are going to have so much fun !
thank you ! ! i have a feeling your going to have alot more fun than i am .
its always fun playing with barbies !
if i was younger i would have to agree .
"
109, i am colorblind. i am currently trying to open my own grocery store. i have a college degree in marketing. i am still living at home at age 30. i am a volunteer firefighter.,"how are you ? i am eating pizza , my favorite .
hello how are you doing ?
i like baking and cooking food .
i volunteer as a firefighter at my local firehouse
we do not have many fires near me . i grew up near the ocean .
i have an associates degree on marketing .
i have a bachelors degree in psychology .
i am 30 years old and live with my parents .
yikes ! i moved away when i was 20 . i have been traveling ever since , i love it .
i have issues seeing colors .
they sell special glasses for people who are color blind .
i am in the process of trying to buy a supermarket .
wow ! that is great ! i love grocery shopping !
what are your hobbies that you enjoy ?
i already mentioned them . but i like to spend time with my family and dogs .
i love spending time with my family also .
"
110, i am all about family and fun. i am a free spirit. the idea of working is not my cup of tea. i like to live off of the land. my parents were like this as well.,"hi ! ! ! ! how are you ?
i am well darkness has come so my work day is over
mine too ! ! ! ! ! now i can play quake and feed my pets . you have pets ?
i do not work like average people have a farm and several dogs
wow ! ! ! ! ! not many farms here in chicago . my mothers live on a farm though .
that is cool u understand . i love bartering what i do not grow myself
nice ! ! ! i breed animals . dogs and cats . are you tall ?
i am 5 foot 7 one day i will inherit this farm
yay ! ! ! ! ! ! ! ! ! my mom and her wife have a farm , they raise beavers .
i am open minded i have a girlfriend who has a boyfriend
that is special . i hope they are happy .
we are and i love the family we have she is expecting and that is exciting
it is ! ! ! ! ! ! ! i am single and play too many video games .
only when it is storming out can i play long games
"
111, i like going to the beach. i used to work for a cable company. i love to ride my bike. i like my job.,"hi . i am super lazy
it can be enjoyable to be lazy sometimes . i like to relax on the beach .
i love to paint trees
that sounds nice . i ride my bike on a nice path that goes through the trees .
do not get stuck ! oh dear
oh no . it is a fine path .
ok good . do not wanna call 911
it does not literally go through a tree . ha ha ha .
oh ok good . that was scarry
i have simplified my life . i was once employed with a cable company .
oh that is good . i get lonely
i now make rope . i work with many people . you would not be lonely there .
can i come then please
oh yes . you would like it . i like it there .
ok , i am on my way
we have plenty of rope to make . i do not know what the deal with cable is .
"
112, i am in college. i love the beach. i work part time at a pizza restaurant. i like to party. my major is business.,"hey how are you doing this morning ?
i am fine , how are you ?
great ! thinking about doing some baking . do you cook ?
i work at a pizza restaurant , so sometimes .
cool do you like it there ?
yes , i like the customers , and it is not too high pressure .
i pay the bills as a chef but really i am all about traveling . you travel much ?
i like going to the beach . where do you go ?
love to go anywhere with beaches too . are you interested in photography ?
i like art . yeah , but i do not have a fancy camera .
nah me either , just use my phone . you like being outdoors ?
i like going with my friends to places with nature .
i am always happy doing work in the garden .
do you use fresh vegetables in your restaurant ?
always . i do not usually grow them myself though .
i like growing my own spices , like basil or rosemary .
"
113, i thought of joining the military when i was younger. i collect bugs in jars. i ran for political office in 2004. i was a mechanic for 6 years.,"hello how are you doing ?
hello , do you have any hobbies ? i like collecting bugs in big jars
that is some special hobby . i ski
that sounds fun ! i also like cars , i used to be a mechanic for a few years .
good for you ! i am studying at a business school . do you like music ?
i love music , when i thought about joining the military it got me through a lot
music is food for the soul . what is your favorite . i like rock and roll .
honestly , i listen to everything but i love christian music most .
good that is beautiful . why did you join the military ?
i only thought about it i never actually joined because i ran for office in 2004
oh i see . you are a government official ?
i did not win , but i still am involved in many politics .
that is tough ! do you travel a lot ? i enjoy traveling and might pass by your city .
i do love traveling ! i have been over most of america , and also mexico
that is a privilege . i also go back to russia a lot .
very cool , i would love to visit overseas someday
"
114," my wardrobe is all band tees. i am an anime fan. i listen to techno music , exclusively. my job involves building drones.","hi ! how are you ? i just got done running .
i am a bit tired , long day and you ? i am a fan of anime
i am into dancing . i played hockey before . do you play sports ?
no sports but i listen to techno only and wear band shirts .
i am tall like 6 foot , so i kind of had to play sports even with asthma .
well that sucks . i build drones for a career .
that sound like a fun job !
oh yeah testing them is the fun part about my job
i am an accountant , so running and dancing helps me recharge .
i run 2 3 hours a day .
that s awesome ! i can t run that long due to my asthma .
i totally understand how stressful that can be .
sometimes i wish i was not 6 foot tall .
why do you want to be 6 foot tall ?
"
115, i like to play video games. i work as a police officer. i have 2 dogs. i like to go hunting.,"hello , alcoholic in recovery here
hi , i am a police officer . how is the recovery going ?
i just stay in my condo mostly
whatever works for you . i occupy my time hunting with my 2 dogs .
i like to keep busy too
i also play video games . what hobbies do you have ?
herpes so the girlfriend moved next door
oh , wow ! ! is she still your girlfriend ?
it is my mustache , it is huge
interesting , are you seeking medical attention for it ?
no not since i retired
what did you do for a living before you retired ?
reporter for the local newspaper
that had to be an interesting life .
i had a lot of fun doing it
i can imagine . did you live in a big city with lots to report ?
"
116, i never learned how to swim. i am a meat eater. i had to get a job early as a child. i like anime shows.,"hello there ! is this thing on ?
why yes and hello there !
my grandson helped me set this thing up ! i am not sure if i am doing it properly . . .
i had to switch to chrome browser for this to work properly
what is a chrome browser ? can you hear me ? i am trying to speak into this thing
we do not use the mic on this
hmm . . . i assume mic is short for microphone . so much slang with todays generation
we just role play by typing on this hit
would you like to see a picture of my grandkids ? i have so many now
we just role play by typing on this hit
oh shoot ! jacob said i could send photographs with this thing and i do not know how
sure i would love to
i cannot even get help from him because i live alone in this cabin
gl on the next one
"
117, i live in nashville. i work in academia at a local university. i am committed to the environment. i like to go to the farmer s market every weekend. i play music in my spare time.,"hi my friend how are you
hi how are you today
good , just got back from the barn
i wish i lived by a barn here in nashville
i love nashville , i bought a vintage car from a guy there
i like their farmer markets here , i go every weekend
fun , what is your favorite vegetable
tomatoes , i grow them , i am passionate aout to the environment
nice , i grow them too at my farm
i do too in my spare time , i also play music when i am free
what type of music do you play
i play guitar when i am not working at the local community college . you ?
i ride my motorcycle or my horse any chance i get
that is great . i like motor sports
"
118, my dad works at the mill and my mom is a teacher. i love dogs and cats. i live in a house. i have a lot of friends. i am ten years old.,"hello , how are you today ?
great i have a sleepover this weekend
very cool . i live in a terrible neighborhood , so i cant do that .
it is for a friend he finally catching up and turning 10
aww . my mom is in poor health , so it is just me .
wow my dad works so much i rarely see him but my mom is my teacher
that is horrible , parents should not have to work so much .
it makes me popular at school but i feel like it is wrong
it is wrong . parents need to be there for their kids .
i mean cause she teacher , we have a big house
oh , yes . i was popular because i had a pool .
wow you understand me ! my best friend is milo my dog and cat named oreo
those are cute names , my last dog was sirius .
i had to give my dog nutmeg to the vet he was very sick
i hope he is alright now .
we took him 6 months ago
"
119, i love comic books. i want to grow up to be a superhero one day. my favorite hero is superman. my name is todd. i am 8 years old.,"good evening . how are you doing ?
i am okay how are u
trying to think of new names to use in a romance novel .
nice is this your first time creating a romance novel ?
no , i have written a few , but it is not my only job .
that is good what else do you do besides writing books ?
i work in a diner and cook . just do not ask me to sing !
lol very nice what kinds of foods do you cook at the diner ?
whatever a person wants . what do you do for work ?
i work as a infant assistant teacher at a daycare
that sounds like a lot of responsibility ! guess you like babies !
yea its not my life longcareer it will work for now
what do you want to do for your life long career ?
i want to work for myself work from home run my own homedaycare whafabout you ?
"
120, i eat junk food. i do not have a job. i am a couch potato. i love comics.,"hello ! how are you today ?
i am great . how are you ?
fine ! i just got back in from playing basketball .
that is great exercise . may i will play . i just stopped eating junk food .
good for you ! i am athletic so junk food is off the table for me too !
i have been a couch potato . so i am trying to change .
not me ! i was drafted to minnesota wolves . i am going to make bank !
that is awesome . i do not have a job at the moment .
i will lend you some money . i am making 5 million a year !
i really comic books . maybe you can invest with me in a comic book store .
i can do that . i read comic books when i went to north carolina university
that is so exciting . i am glad you share my love of comics .
they keep me out of trouble . signed a moral clause with the wolves .
maybe i can workout with you . i am tired of being a couch potato .
"
121, i am in high school. i have blonde hair. my favorite food is pizza. i like skateboarding. i am a female.,"hey there , how are you ?
plucking my eyebrows . they are blonde . yours ?
sounds boring . mine are brown . do you like music ?
you ever bitten by a dog ? i have .
i have not , why did you ?
huh ? i love vampire movie music with pizza . you ?
what is vampire music like ? do you have a job ?
yes . alternative rock is vampire music . you still in high school ?
that does not sound bad . no i have a good job on wall street .
is your hair blonde ? you skateboard ?
it is brown , i skate board to work . i have an apartment in new york
my hair is blonde and i love pizza . you ?
i do like pizza quite a bit , and smooth jazz
when you poultry you know you are just eating a dead bird right ?
yeah , that is the point though .
is it ? try reading a murder mystery while jazz plays . mind blowing !
"
122, i i love logical and rational thinking. i am very good at math and science. i am considered a nerd by many. i started working at google last week on self driving car research. i love computers.,"do you have any dolls ?
i do not i have computers though
i collect them so i was just wondering .
what do you do for work i work at google
i run an antiques shop
that is cool , you must be good at math
1 plus 1 equals us . i can do math
nice , that is all you need , i consider myself a nerd at heart
was that romantic ? i try to be
maybe it is , i not sure
i could play some jazz too .
that is cool since , when did you learn
i will play you a cd of it i meant
cool sounds good , i love jazz
"
123, i drink diet coke. i spend too much time shopping. i drive a ford taurus. i love katy perry.,"hi . . . . how are you doing today
i am well thanks and you ?
i am doing really good . . . . do you work ?
i do work . have a bit of a shopping issue so i need to and you ?
i am rich i gamble and had won millions i shop a lot also
you won the lottery is that it ?
yes i use to work in phone sales but i will never have to work again
does it have downfalls winning all that ?
yes i won 40 million people are greedy
do you have a favorite singer ?
i just really love old country music of any kind . . . what about you
only want to be rich to be able to help as many people i could
yes it is nice but hard to tell peoples true intentions
katy perry is my favorite .
"
124, i like to go fishing. i have 4 daughters. i race cars for a living. i like to play board games.,"hi , how are you ? tell me something about yourself !
well , i love going fishing with my four attractive daughters every day .
sounds fun ! i enjoying volunteering and donating to charities .
cool maybe you would like to run a charity at my new race track . i race cars .
sounds exciting ! i am a computer programmer , which pays over 200k a year .
would you like to marry one of my four attractive daughters ? i will sell one .
ha ha , how attractive ? i am pretty eligible . i helped program facebook !
very attractive , but one plays board games with me . i like her the best
i guess you like board games ? any other hobbies ?
hmm i have a large swimming pool filled with gold coins i like to bury myself in .
ll . sounds fun , but be careful with that . gold coins are heavy !
i am very strong i had my arms replaced with robot limbs
ah , a cyborg . i would not want to arm wrestle you , then !
yeah , some like to call mr mr . arms my daughter love my arms too
sounds like you have a very interesting life ! any pets ?
we had a robot dog that one of my daughters made . but it exploded killing thousands
"
125, i work in a factory. i volunteer in my spare time. i hope to change the world. i love to tell jokes.,"hello there ! are you on the phone ?
nope i am gonna be the cause of the worlds change one day .
i just love my i phone . i talk on it all the time .
what do you call a bear with no teeth ?
a toothless bear . are you a megalomaniac ?
a gummy bear ! no , i just have faith in our future .
funny ! i am not much of an intellectual . i did not go to college .
that is ok . where do cows go for entertainment ?
cowtown ? i am not good at this . i like to hike .
the moo vies i tell jokes all the time !
you are really funny . i am just an ordinary person . i work in a bank .
banks are fun . how do you tell if an elephant has been in your fridge ?
the peanut butter jar is empty . do you keep peanut butter in the fridge ?
ha , i do not , but you can tell from the footprints in the butter .
"
126, my mother is in the hospital. i have a lot of medical bills. i used to be able to run really fast. i have problems chewing my food.,"hi , how is your day ? my cow is annoying me !
it is ok . you have a cow ? that is really cool !
its a cat that is black and white . do you have a cow ?
haha . that is so cute ! i do not have any pets . too sick .
oh no , you should drink french vanilla coffee . its my favorite !
i cannot with my diabetes . i wish i could . plus it is very expensive .
my boyfriend i have dated for ten years makes a lot of money .
lucky . could you pay off my medical bills ?
sure ! oh my , i felt chalk for the first time today and it was nasty .
nasty ? i do not know about that . but if you say so . lol
tell me more about yourself . what do you like ?
i liked to run . i wish i could still run .
what was the longest you ever ran ?
i ran a half marathon at disney world !
that is so cool ! was it hard ?
yes ! i had horrible shin splints ! i miss it .
"
127, i was the first born child. i escaped and later became a carpenter. i got married 10 years later. i was a slave for 10 years.,"hello how are you this evening ?
hello , i am fine thank you . i am just finishing my chores .
